month,specialty,region,total_waiting,within_18_weeks,over_52_weeks,median_wait_weeks,pct_within_18_weeks
2023-12-01,Ophthalmology,London,3764,3408,59,7.7,90.5
2023-12-01,Ophthalmology,Midlands,4397,3623,414,20.8,82.4
2023-12-01,Ophthalmology,North West,3574,2820,143,22.0,78.9
2023-12-01,Ophthalmology,North East,2323,1636,118,22.8,70.4
2023-12-01,Ophthalmology,South East,4645,3057,99,6.3,65.8
2023-12-01,Ophthalmology,South West,2314,1618,225,25.6,69.9
2023-12-01,Ophthalmology,East of England,1378,1258,149,16.9,91.3
2023-12-01,General Surgery,London,4754,2782,302,26.8,58.5
2023-12-01,General Surgery,Midlands,1213,821,118,26.0,67.7
2023-12-01,General Surgery,North West,2746,2023,396,9.8,73.7
2023-12-01,General Surgery,North East,2132,1186,266,25.4,55.6
2023-12-01,General Surgery,South East,2365,1628,176,6.3,68.8
2023-12-01,General Surgery,South West,2358,1461,26,27.3,62.0
2023-12-01,General Surgery,East of England,1575,1431,46,18.9,90.9
2023-12-01,Urology,London,3071,1766,147,18.7,57.5
2023-12-01,Urology,Midlands,4214,3739,156,19.5,88.7
2023-12-01,Urology,North West,4565,4126,264,8.3,90.4
2023-12-01,Urology,North East,862,604,92,10.4,70.1
2023-12-01,Urology,South East,1644,1305,90,13.5,79.4
2023-12-01,Urology,South West,2078,1501,257,9.4,72.2
2023-12-01,Urology,East of England,4091,2258,70,26.2,55.2
2023-12-01,Gynaecology,London,2944,1865,254,27.0,63.3
2023-12-01,Gynaecology,Midlands,1342,843,165,23.0,62.8
2023-12-01,Gynaecology,North West,3751,3150,264,11.5,84.0
2023-12-01,Gynaecology,North East,1950,1128,155,9.3,57.8
2023-12-01,Gynaecology,South East,3712,2529,183,24.5,68.1
2023-12-01,Gynaecology,South West,1572,1095,97,12.3,69.7
2023-12-01,Gynaecology,East of England,4345,2492,478,17.6,57.4
2023-12-01,ENT,London,2671,1483,306,8.0,55.5
2023-12-01,ENT,Midlands,3246,2373,239,10.5,73.1
2023-12-01,ENT,North West,4704,3372,678,11.7,71.7
2023-12-01,ENT,North East,4089,3702,109,22.2,90.5
2023-12-01,ENT,South East,3558,2459,327,22.2,69.1
2023-12-01,ENT,South West,3300,2468,139,22.4,74.8
2023-12-01,ENT,East of England,1553,1164,56,10.1,75.0
2023-12-01,Gastroenterology,London,4452,3577,119,8.7,80.3
2023-12-01,Gastroenterology,Midlands,4210,3686,168,27.4,87.6
2023-12-01,Gastroenterology,North West,3953,2435,40,24.8,61.6
2023-12-01,Gastroenterology,North East,4944,3982,427,21.4,80.5
2023-12-01,Gastroenterology,South East,2340,1417,176,20.9,60.6
2023-12-01,Gastroenterology,South West,3881,2793,361,11.9,72.0
2023-12-01,Gastroenterology,East of England,3114,2463,113,7.4,79.1
2023-12-01,Dermatology,London,4600,2959,660,16.6,64.3
2023-12-01,Dermatology,Midlands,2567,2342,134,11.8,91.2
2023-12-01,Dermatology,North West,3056,2377,96,18.7,77.8
2023-12-01,Dermatology,North East,1166,1071,125,12.8,91.9
2023-12-01,Dermatology,South East,4321,3641,326,18.5,84.3
2023-12-01,Dermatology,South West,819,559,18,22.1,68.3
2023-12-01,Dermatology,East of England,3085,2026,105,22.8,65.7
2024-01-01,Orthopaedics,London,2242,1478,99,10.8,65.9
2024-01-01,Orthopaedics,Midlands,4203,3253,457,21.0,77.4
2024-01-01,Orthopaedics,North West,1585,1269,137,14.8,80.1
2024-01-01,Orthopaedics,North East,3994,2749,192,7.9,68.8
2024-01-01,Orthopaedics,South East,1333,922,16,16.1,69.2
2024-01-01,Orthopaedics,South West,2658,1669,172,7.4,62.8
2024-01-01,Orthopaedics,East of England,4312,3299,238,17.4,76.5
2024-01-01,Cardiology,London,1537,921,31,27.8,59.9
2024-01-01,Cardiology,Midlands,1139,890,142,17.3,78.1
2024-01-01,Cardiology,North West,1226,1040,15,10.1,84.8
2024-01-01,Cardiology,North East,4129,2845,609,20.6,68.9
2024-01-01,Cardiology,South East,1756,1128,37,14.9,64.2
2024-01-01,Cardiology,South West,1170,1071,37,17.4,91.5
2024-01-01,Cardiology,East of England,2925,2456,58,25.2,84.0
2024-01-01,Neurology,London,3542,2739,62,24.5,77.3
2024-01-01,Neurology,Midlands,1562,1092,19,19.0,69.9
2024-01-01,Neurology,North West,3646,3328,201,11.2,91.3
2024-01-01,Neurology,North East,3555,3210,201,18.4,90.3
2024-01-01,Neurology,South East,2493,1508,227,20.6,60.5
2024-01-01,Neurology,South West,4556,2936,102,7.7,64.4
2024-01-01,Neurology,East of England,1956,1522,190,12.5,77.8
2024-01-01,Ophthalmology,London,3129,1837,296,21.0,58.7
2024-01-01,Ophthalmology,Midlands,1783,993,200,15.2,55.7
2024-01-01,Ophthalmology,North West,3252,2136,334,19.5,65.7
2024-01-01,Ophthalmology,North East,4553,3654,451,25.4,80.3
2024-01-01,Ophthalmology,South East,3709,3077,235,15.0,83.0
2024-01-01,Ophthalmology,South West,1632,1442,104,23.1,88.4
2024-01-01,Ophthalmology,East of England,3545,2323,482,8.9,65.5
2024-01-01,General Surgery,London,2266,1926,57,8.7,85.0
2024-01-01,General Surgery,Midlands,4990,3043,307,8.2,61.0
2024-01-01,General Surgery,North West,3351,2323,80,23.6,69.3
2024-01-01,General Surgery,North East,1787,1539,244,7.6,86.1
2024-01-01,General Surgery,South East,996,624,116,26.9,62.7
2024-01-01,General Surgery,South West,1994,1269,156,14.6,63.6
2024-01-01,General Surgery,East of England,1817,1332,88,16.4,73.3
2024-01-01,Urology,London,4463,3366,393,12.1,75.4
2024-01-01,Urology,Midlands,2889,2001,243,19.2,69.3
2024-01-01,Urology,North West,2611,2272,351,11.9,87.0
2024-01-01,Urology,North East,2429,1570,119,26.0,64.6
2024-01-01,Urology,South East,2236,1661,281,18.7,74.3
2024-01-01,Urology,South West,2231,1747,252,24.9,78.3
2024-01-01,Urology,East of England,4531,3704,311,8.1,81.7
2024-01-01,Gynaecology,London,2846,1943,392,18.7,68.3
2024-01-01,Gynaecology,Midlands,2053,1347,113,18.4,65.6
2024-01-01,Gynaecology,North West,883,661,97,10.7,74.9
2024-01-01,Gynaecology,North East,3580,2345,394,18.5,65.5
2024-01-01,Gynaecology,South East,1569,1021,50,7.1,65.1
2024-01-01,Gynaecology,South West,2924,2052,97,10.5,70.2
2024-01-01,Gynaecology,East of England,2745,1910,96,12.3,69.6
2024-01-01,ENT,London,1984,1782,255,24.6,89.8
2024-01-01,ENT,Midlands,3582,2684,433,11.9,74.9
2024-01-01,ENT,North West,4877,4263,345,17.8,87.4
2024-01-01,ENT,North East,2789,2396,324,13.1,85.9
2024-01-01,ENT,South East,2497,1460,228,7.1,58.5
2024-01-01,ENT,South West,2465,2042,126,22.8,82.8
2024-01-01,ENT,East of England,4276,2616,176,8.8,61.2
2024-01-01,Gastroenterology,London,1198,835,47,17.5,69.7
2024-01-01,Gastroenterology,Midlands,4661,3666,159,21.0,78.7
2024-01-01,Gastroenterology,North West,4251,3464,177,27.7,81.5
2024-01-01,Gastroenterology,North East,1048,846,27,11.5,80.7
2024-01-01,Gastroenterology,South East,3660,3145,516,9.0,85.9
2024-01-01,Gastroenterology,South West,2922,2420,47,10.4,82.8
2024-01-01,Gastroenterology,East of England,849,616,14,19.4,72.6
2024-01-01,Dermatology,London,1965,1546,139,8.0,78.7
2024-01-01,Dermatology,Midlands,1904,1595,34,17.6,83.8
2024-01-01,Dermatology,North West,1003,759,21,25.9,75.7
2024-01-01,Dermatology,North East,2264,1670,255,8.7,73.8
2024-01-01,Dermatology,South East,4585,3040,185,13.2,66.3
2024-01-01,Dermatology,South West,1782,1093,82,16.3,61.3
2024-01-01,Dermatology,East of England,3809,3129,545,7.8,82.1
2024-02-01,Orthopaedics,London,2746,2187,251,16.7,79.6
2024-02-01,Orthopaedics,Midlands,2393,1641,206,17.4,68.6
2024-02-01,Orthopaedics,North West,2759,2283,95,14.2,82.7
2024-02-01,Orthopaedics,North East,4478,3808,564,23.6,85.0
2024-02-01,Orthopaedics,South East,3172,2515,403,14.2,79.3
2024-02-01,Orthopaedics,South West,1191,881,72,22.1,74.0
2024-02-01,Orthopaedics,East of England,1380,1072,160,18.0,77.7
2024-02-01,Cardiology,London,1323,854,70,9.6,64.6
2024-02-01,Cardiology,Midlands,2918,2238,279,24.1,76.7
2024-02-01,Cardiology,North West,1297,808,145,19.5,62.3
2024-02-01,Cardiology,North East,1524,919,40,19.8,60.3
2024-02-01,Cardiology,South East,2486,1597,213,23.6,64.2
2024-02-01,Cardiology,South West,850,686,59,21.2,80.7
2024-02-01,Cardiology,East of England,4673,3076,160,23.4,65.8
2024-02-01,Neurology,London,2276,1665,84,22.5,73.2
2024-02-01,Neurology,Midlands,3530,2440,220,11.4,69.1
2024-02-01,Neurology,North West,4845,2759,602,24.1,56.9
2024-02-01,Neurology,North East,4997,2949,380,22.5,59.0
2024-02-01,Neurology,South East,2366,1648,191,27.9,69.7
2024-02-01,Neurology,South West,2896,1807,196,19.5,62.4
2024-02-01,Neurology,East of England,1807,1090,172,26.5,60.3
2024-02-01,Ophthalmology,London,4043,2699,124,23.4,66.8
2024-02-01,Ophthalmology,Midlands,1758,1032,250,7.7,58.7
2024-02-01,Ophthalmology,North West,2430,1717,213,10.7,70.7
2024-02-01,Ophthalmology,North East,1005,701,37,12.0,69.8
2024-02-01,Ophthalmology,South East,3945,2519,532,27.4,63.9
2024-02-01,Ophthalmology,South West,978,700,47,26.7,71.6
2024-02-01,Ophthalmology,East of England,3668,2666,312,16.8,72.7
2024-02-01,General Surgery,London,3098,2174,411,17.6,70.2
2024-02-01,General Surgery,Midlands,1374,928,122,12.4,67.5
2024-02-01,General Surgery,North West,2301,1664,93,13.4,72.3
2024-02-01,General Surgery,North East,3991,3631,476,9.1,91.0
2024-02-01,General Surgery,South East,3191,2674,183,9.9,83.8
2024-02-01,General Surgery,South West,2878,2291,315,25.4,79.6
2024-02-01,General Surgery,East of England,1920,1177,278,17.6,61.3
2024-02-01,Urology,London,2708,2113,279,18.0,78.0
2024-02-01,Urology,Midlands,1297,855,104,25.1,65.9
2024-02-01,Urology,North West,1262,922,32,7.8,73.1
2024-02-01,Urology,North East,4189,3518,428,17.4,84.0
2024-02-01,Urology,South East,1211,1104,75,8.4,91.2
2024-02-01,Urology,South West,3424,2990,459,6.2,87.3
2024-02-01,Urology,East of England,2628,1636,342,9.2,62.3
2024-02-01,Gynaecology,London,2456,1879,254,13.2,76.5
2024-02-01,Gynaecology,Midlands,2191,1989,327,8.6,90.8
2024-02-01,Gynaecology,North West,3931,2708,332,26.7,68.9
2024-02-01,Gynaecology,North East,2044,1782,81,15.4,87.2
2024-02-01,Gynaecology,South East,843,575,60,17.4,68.2
2024-02-01,Gynaecology,South West,4730,3170,421,25.4,67.0
2024-02-01,Gynaecology,East of England,3582,2703,72,12.3,75.5
2024-02-01,ENT,London,3930,3065,75,17.7,78.0
2024-02-01,ENT,Midlands,1285,841,133,6.4,65.4
2024-02-01,ENT,North West,2379,1542,127,17.6,64.8
2024-02-01,ENT,North East,2459,1875,89,19.3,76.3
2024-02-01,ENT,South East,2955,1944,203,21.5,65.8
2024-02-01,ENT,South West,3536,3113,204,28.0,88.0
2024-02-01,ENT,East of England,4495,4096,76,10.0,91.1
2024-02-01,Gastroenterology,London,3702,2619,415,19.7,70.7
2024-02-01,Gastroenterology,Midlands,3024,2226,422,23.9,73.6
2024-02-01,Gastroenterology,North West,3583,2910,67,6.8,81.2
2024-02-01,Gastroenterology,North East,2978,1961,413,9.8,65.8
2024-02-01,Gastroenterology,South East,3062,1789,425,13.6,58.4
2024-02-01,Gastroenterology,South West,2017,1113,151,6.5,55.2
2024-02-01,Gastroenterology,East of England,813,603,16,8.4,74.2
2024-02-01,Dermatology,London,2259,2023,71,6.7,89.6
2024-02-01,Dermatology,Midlands,4287,3265,412,23.4,76.2
2024-02-01,Dermatology,North West,2025,1259,87,25.3,62.2
2024-02-01,Dermatology,North East,2786,2527,90,10.0,90.7
2024-02-01,Dermatology,South East,2990,1883,384,15.1,63.0
2024-02-01,Dermatology,South West,4107,3716,408,24.6,90.5
2024-02-01,Dermatology,East of England,885,622,129,18.8,70.3
2024-03-01,Orthopaedics,London,4201,3470,371,19.9,82.6
2024-03-01,Orthopaedics,Midlands,4890,2761,186,10.1,56.5
2024-03-01,Orthopaedics,North West,3732,2549,257,8.2,68.3
2024-03-01,Orthopaedics,North East,3202,2397,231,20.0,74.9
2024-03-01,Orthopaedics,South East,3904,2937,335,27.5,75.2
2024-03-01,Orthopaedics,South West,4413,3798,307,20.2,86.1
2024-03-01,Orthopaedics,East of England,2094,1798,64,20.5,85.9
2024-03-01,Cardiology,London,1287,1183,117,6.9,91.9
2024-03-01,Cardiology,Midlands,4875,3952,311,11.4,81.1
2024-03-01,Cardiology,North West,2617,1718,97,27.4,65.6
2024-03-01,Cardiology,North East,3321,2112,392,7.9,63.6
2024-03-01,Cardiology,South East,827,609,39,17.7,73.6
2024-03-01,Cardiology,South West,2064,1273,177,26.9,61.7
2024-03-01,Cardiology,East of England,4670,4260,223,21.2,91.2
2024-03-01,Neurology,London,2470,1607,83,16.6,65.1
2024-03-01,Neurology,Midlands,1198,790,150,13.9,65.9
2024-03-01,Neurology,North West,3452,2866,322,12.0,83.0
2024-03-01,Neurology,North East,1996,1192,230,10.7,59.7
2024-03-01,Neurology,South East,3215,2160,239,10.5,67.2
2024-03-01,Neurology,South West,4577,3913,536,14.2,85.5
2024-03-01,Neurology,East of England,4700,3689,301,26.0,78.5
2024-03-01,Ophthalmology,London,3046,2742,44,7.0,90.0
2024-03-01,Ophthalmology,Midlands,2255,1848,201,10.3,82.0
2024-03-01,Ophthalmology,North West,4482,4011,136,21.2,89.5
2024-03-01,Ophthalmology,North East,3694,2785,91,6.5,75.4
2024-03-01,Ophthalmology,South East,2481,2160,161,26.3,87.1
2024-03-01,Ophthalmology,South West,4916,3919,174,19.5,79.7
2024-03-01,Ophthalmology,East of England,2750,2235,288,13.8,81.3
2024-03-01,General Surgery,London,4786,4200,92,27.0,87.8
2024-03-01,General Surgery,Midlands,1957,1352,44,8.5,69.1
2024-03-01,General Surgery,North West,3741,2764,120,14.2,73.9
2024-03-01,General Surgery,North East,1399,905,22,6.0,64.7
2024-03-01,General Surgery,South East,2558,1485,62,16.3,58.1
2024-03-01,General Surgery,South West,3095,2004,309,21.5,64.7
2024-03-01,General Surgery,East of England,3543,2942,137,18.0,83.0
2024-03-01,Urology,London,4236,3171,580,7.3,74.9
2024-03-01,Urology,Midlands,1836,1391,188,24.3,75.8
2024-03-01,Urology,North West,1308,1126,53,22.2,86.1
2024-03-01,Urology,North East,2518,1661,191,8.1,66.0
2024-03-01,Urology,South East,2576,2244,360,13.4,87.1
2024-03-01,Urology,South West,2133,1359,300,27.0,63.7
2024-03-01,Urology,East of England,2254,1599,119,14.0,70.9
2024-03-01,Gynaecology,London,1888,1632,282,17.2,86.4
2024-03-01,Gynaecology,Midlands,3490,2878,209,18.8,82.5
2024-03-01,Gynaecology,North West,3616,2658,153,17.9,73.5
2024-03-01,Gynaecology,North East,2197,1891,67,24.8,86.1
2024-03-01,Gynaecology,South East,2362,1447,86,26.4,61.3
2024-03-01,Gynaecology,South West,1829,1335,72,10.4,73.0
2024-03-01,Gynaecology,East of England,1317,1133,79,15.4,86.0
2024-03-01,ENT,London,937,817,10,14.5,87.2
2024-03-01,ENT,Midlands,1379,1049,62,12.8,76.1
2024-03-01,ENT,North West,3389,1894,354,26.5,55.9
2024-03-01,ENT,North East,4368,2841,278,22.2,65.0
2024-03-01,ENT,South East,4560,2904,109,9.3,63.7
2024-03-01,ENT,South West,2401,1965,250,13.4,81.8
2024-03-01,ENT,East of England,911,541,43,17.2,59.4
2024-03-01,Gastroenterology,London,3239,2310,185,12.5,71.3
2024-03-01,Gastroenterology,Midlands,3653,3220,464,7.0,88.1
2024-03-01,Gastroenterology,North West,2769,1560,99,22.4,56.3
2024-03-01,Gastroenterology,North East,4786,2976,171,12.3,62.2
2024-03-01,Gastroenterology,South East,1413,1278,18,22.3,90.4
2024-03-01,Gastroenterology,South West,3499,3201,246,20.1,91.5
2024-03-01,Gastroenterology,East of England,4328,2600,296,24.7,60.1
2024-03-01,Dermatology,London,3779,2278,514,9.8,60.3
2024-03-01,Dermatology,Midlands,3820,2631,277,23.4,68.9
2024-03-01,Dermatology,North West,1837,1499,24,18.4,81.6
2024-03-01,Dermatology,North East,1781,1272,253,24.1,71.4
2024-03-01,Dermatology,South East,1174,646,64,10.8,55.0
2024-03-01,Dermatology,South West,3728,2573,474,12.9,69.0
2024-03-01,Dermatology,East of England,3369,2497,134,17.8,74.1
2024-04-01,Orthopaedics,London,4572,2911,213,21.5,63.7
2024-04-01,Orthopaedics,Midlands,2785,2010,35,9.1,72.2
2024-04-01,Orthopaedics,North West,923,664,33,20.0,71.9
2024-04-01,Orthopaedics,North East,4189,2457,296,8.8,58.7
2024-04-01,Orthopaedics,South East,1240,1089,110,21.0,87.8
2024-04-01,Orthopaedics,South West,1912,1707,112,13.2,89.3
2024-04-01,Orthopaedics,East of England,4293,3144,220,13.2,73.2
2024-04-01,Cardiology,London,4725,3401,496,20.3,72.0
2024-04-01,Cardiology,Midlands,1804,1588,255,23.2,88.0
2024-04-01,Cardiology,North West,3656,2542,219,24.3,69.5
2024-04-01,Cardiology,North East,1991,1322,209,18.4,66.4
2024-04-01,Cardiology,South East,3042,2297,156,10.3,75.5
2024-04-01,Cardiology,South West,1773,1566,82,25.1,88.3
2024-04-01,Cardiology,East of England,1107,650,31,20.9,58.7
2024-04-01,Neurology,London,1572,1444,207,12.5,91.9
2024-04-01,Neurology,Midlands,1339,1169,19,25.7,87.3
2024-04-01,Neurology,North West,1847,1128,237,23.9,61.1
2024-04-01,Neurology,North East,4300,3301,366,23.3,76.8
2024-04-01,Neurology,South East,3121,2706,132,23.7,86.7
2024-04-01,Neurology,South West,3553,3023,503,13.4,85.1
2024-04-01,Neurology,East of England,1089,663,122,15.5,60.9
2024-04-01,Ophthalmology,London,2763,1888,365,25.3,68.3
2024-04-01,Ophthalmology,Midlands,3273,2559,112,7.4,78.2
2024-04-01,Ophthalmology,North West,1669,1259,235,21.9,75.4
2024-04-01,Ophthalmology,North East,1192,897,92,7.0,75.3
2024-04-01,Ophthalmology,South East,3753,2634,184,19.4,70.2
2024-04-01,Ophthalmology,South West,1632,1058,95,20.3,64.8
2024-04-01,Ophthalmology,East of England,3909,2416,498,8.7,61.8
2024-04-01,General Surgery,London,4992,3005,691,16.1,60.2
2024-04-01,General Surgery,Midlands,3092,2285,334,16.5,73.9
2024-04-01,General Surgery,North West,4652,2937,591,21.2,63.1
2024-04-01,General Surgery,North East,3578,2476,421,9.1,69.2
2024-04-01,General Surgery,South East,2637,1770,66,26.6,67.1
2024-04-01,General Surgery,South West,2471,1835,160,27.1,74.3
2024-04-01,General Surgery,East of England,2938,2150,150,22.9,73.2
2024-04-01,Urology,London,3532,2436,405,26.1,69.0
2024-04-01,Urology,Midlands,1559,1218,194,16.0,78.1
2024-04-01,Urology,North West,4281,2652,512,19.1,61.9
2024-04-01,Urology,North East,3270,2396,315,7.4,73.3
2024-04-01,Urology,South East,4522,2674,672,12.2,59.1
2024-04-01,Urology,South West,2370,1463,143,22.6,61.7
2024-04-01,Urology,East of England,3470,2353,135,15.8,67.8
2024-04-01,Gynaecology,London,2427,1808,182,28.0,74.5
2024-04-01,Gynaecology,Midlands,3974,2754,319,10.2,69.3
2024-04-01,Gynaecology,North West,4547,3463,167,23.5,76.2
2024-04-01,Gynaecology,North East,2639,2410,346,18.8,91.3
2024-04-01,Gynaecology,South East,2078,1357,90,16.9,65.3
2024-04-01,Gynaecology,South West,4966,3547,509,21.1,71.4
2024-04-01,Gynaecology,East of England,3366,2738,210,26.4,81.3
2024-04-01,ENT,London,2356,2104,255,11.4,89.3
2024-04-01,ENT,Midlands,4744,2897,84,8.7,61.1
2024-04-01,ENT,North West,2913,2196,353,13.3,75.4
2024-04-01,ENT,North East,2821,2068,401,22.4,73.3
2024-04-01,ENT,South East,2742,1555,238,16.3,56.7
2024-04-01,ENT,South West,2632,1698,125,15.0,64.5
2024-04-01,ENT,East of England,3023,2621,266,24.9,86.7
2024-04-01,Gastroenterology,London,4611,3017,399,7.8,65.4
2024-04-01,Gastroenterology,Midlands,4408,3083,287,12.7,69.9
2024-04-01,Gastroenterology,North West,4678,2896,613,14.6,61.9
2024-04-01,Gastroenterology,North East,2037,1318,33,11.9,64.7
2024-04-01,Gastroenterology,South East,2194,1928,89,20.9,87.9
2024-04-01,Gastroenterology,South West,1871,1411,243,8.2,75.4
2024-04-01,Gastroenterology,East of England,4528,3670,507,25.7,81.1
2024-04-01,Dermatology,London,3007,2319,290,6.7,77.1
2024-04-01,Dermatology,Midlands,3315,2539,375,13.0,76.6
2024-04-01,Dermatology,North West,2454,1739,102,16.0,70.9
2024-04-01,Dermatology,North East,1459,1309,95,21.8,89.7
2024-04-01,Dermatology,South East,3350,2999,280,17.8,89.5
2024-04-01,Dermatology,South West,1434,1103,34,27.9,76.9
2024-04-01,Dermatology,East of England,4815,3785,645,15.3,78.6
2024-05-01,Orthopaedics,London,2337,1303,332,9.7,55.8
2024-05-01,Orthopaedics,Midlands,2794,1566,383,24.1,56.0
2024-05-01,Orthopaedics,North West,3645,2083,116,8.3,57.1
2024-05-01,Orthopaedics,North East,931,635,16,20.1,68.2
2024-05-01,Orthopaedics,South East,3488,2174,265,16.8,62.3
2024-05-01,Orthopaedics,South West,1086,830,48,12.8,76.4
2024-05-01,Orthopaedics,East of England,3503,2313,400,27.8,66.0
2024-05-01,Cardiology,London,1052,869,26,15.3,82.6
2024-05-01,Cardiology,Midlands,3411,1918,264,12.6,56.2
2024-05-01,Cardiology,North West,4483,3464,329,15.0,77.3
2024-05-01,Cardiology,North East,1399,790,188,28.0,56.5
2024-05-01,Cardiology,South East,3618,2019,510,25.9,55.8
2024-05-01,Cardiology,South West,2019,1743,232,15.9,86.3
2024-05-01,Cardiology,East of England,4004,3200,98,16.0,79.9
2024-05-01,Neurology,London,3886,2938,389,19.5,75.6
2024-05-01,Neurology,Midlands,1825,1231,145,20.8,67.5
2024-05-01,Neurology,North West,1271,910,55,6.0,71.6
2024-05-01,Neurology,North East,4748,3650,410,18.3,76.9
2024-05-01,Neurology,South East,2779,1933,106,7.6,69.6
2024-05-01,Neurology,South West,1802,1137,63,6.3,63.1
2024-05-01,Neurology,East of England,4105,2973,544,15.8,72.4
2024-05-01,Ophthalmology,London,2230,1286,254,22.7,57.7
2024-05-01,Ophthalmology,Midlands,1190,1050,166,23.6,88.2
2024-05-01,Ophthalmology,North West,3405,2034,330,7.2,59.7
2024-05-01,Ophthalmology,North East,1953,1754,251,24.6,89.8
2024-05-01,Ophthalmology,South East,1444,946,93,6.0,65.5
2024-05-01,Ophthalmology,South West,910,664,119,15.9,73.0
2024-05-01,Ophthalmology,East of England,2448,2037,82,19.9,83.2
2024-05-01,General Surgery,London,2494,2245,126,11.0,90.0
2024-05-01,General Surgery,Midlands,3502,3151,384,22.3,90.0
2024-05-01,General Surgery,North West,1462,1213,69,25.6,83.0
2024-05-01,General Surgery,North East,1742,1471,118,9.3,84.4
2024-05-01,General Surgery,South East,3517,2093,128,10.7,59.5
2024-05-01,General Surgery,South West,1447,910,197,25.8,62.9
2024-05-01,General Surgery,East of England,2175,1570,249,10.9,72.2
2024-05-01,Urology,London,1667,1501,239,27.8,90.0
2024-05-01,Urology,Midlands,2735,2233,269,8.2,81.6
2024-05-01,Urology,North West,2040,1362,293,23.4,66.8
2024-05-01,Urology,North East,1805,1083,125,9.0,60.0
2024-05-01,Urology,South East,4541,2747,462,23.3,60.5
2024-05-01,Urology,South West,2302,1825,233,8.1,79.3
2024-05-01,Urology,East of England,2249,1539,164,24.9,68.4
2024-05-01,Gynaecology,London,1595,1002,33,12.1,62.8
2024-05-01,Gynaecology,Midlands,4370,3638,238,9.2,83.2
2024-05-01,Gynaecology,North West,1184,693,93,24.0,58.5
2024-05-01,Gynaecology,North East,2496,1817,44,27.5,72.8
2024-05-01,Gynaecology,South East,4615,3549,536,10.2,76.9
2024-05-01,Gynaecology,South West,803,707,36,11.3,88.0
2024-05-01,Gynaecology,East of England,4689,3165,117,21.3,67.5
2024-05-01,ENT,London,1089,972,43,11.6,89.3
2024-05-01,ENT,Midlands,1969,1287,91,10.9,65.4
2024-05-01,ENT,North West,1782,1497,249,22.6,84.0
2024-05-01,ENT,North East,4112,2643,186,19.8,64.3
2024-05-01,ENT,South East,2145,1279,205,10.4,59.6
2024-05-01,ENT,South West,1811,1495,265,19.1,82.6
2024-05-01,ENT,East of England,2692,1492,390,16.4,55.4
2024-05-01,Gastroenterology,London,2216,1323,144,12.0,59.7
2024-05-01,Gastroenterology,Midlands,2378,1772,114,26.0,74.5
2024-05-01,Gastroenterology,North West,3937,2620,135,19.0,66.5
2024-05-01,Gastroenterology,North East,4757,4055,129,10.0,85.2
2024-05-01,Gastroenterology,South East,1727,1062,77,27.4,61.5
2024-05-01,Gastroenterology,South West,3195,2007,58,17.8,62.8
2024-05-01,Gastroenterology,East of England,2050,1153,155,14.8,56.2
2024-05-01,Dermatology,London,1526,1227,227,14.7,80.4
2024-05-01,Dermatology,Midlands,4154,3562,311,22.2,85.7
2024-05-01,Dermatology,North West,4974,3249,161,15.4,65.3
2024-05-01,Dermatology,North East,3743,3209,102,9.0,85.7
2024-05-01,Dermatology,South East,2258,1364,66,18.8,60.4
2024-05-01,Dermatology,South West,1012,781,32,10.6,77.2
2024-05-01,Dermatology,East of England,3842,2837,313,23.9,73.8
2024-06-01,Orthopaedics,London,2532,1670,133,25.5,66.0
2024-06-01,Orthopaedics,Midlands,2070,1392,165,6.3,67.2
2024-06-01,Orthopaedics,North West,4331,2453,238,18.5,56.6
2024-06-01,Orthopaedics,North East,1004,791,134,14.8,78.8
2024-06-01,Orthopaedics,South East,2132,1331,292,11.8,62.4
2024-06-01,Orthopaedics,South West,2037,1431,60,17.2,70.3
2024-06-01,Orthopaedics,East of England,2238,1316,101,26.2,58.8
2024-06-01,Cardiology,London,3112,1947,328,22.8,62.6
2024-06-01,Cardiology,Midlands,3216,2581,358,25.7,80.3
2024-06-01,Cardiology,North West,1216,690,75,12.0,56.7
2024-06-01,Cardiology,North East,2382,1451,56,17.5,60.9
2024-06-01,Cardiology,South East,3063,2634,251,14.3,86.0
2024-06-01,Cardiology,South West,1202,1041,50,24.7,86.6
2024-06-01,Cardiology,East of England,1749,1090,29,8.4,62.3
2024-06-01,Neurology,London,3848,3179,471,22.2,82.6
2024-06-01,Neurology,Midlands,3060,2740,121,8.3,89.5
2024-06-01,Neurology,North West,942,568,83,10.1,60.3
2024-06-01,Neurology,North East,4687,3852,87,22.4,82.2
2024-06-01,Neurology,South East,1837,1253,248,7.5,68.2
2024-06-01,Neurology,South West,1605,1066,212,13.4,66.4
2024-06-01,Neurology,East of England,1631,1357,114,25.0,83.2
2024-06-01,Ophthalmology,London,2394,1532,341,13.9,64.0
2024-06-01,Ophthalmology,Midlands,1073,954,22,15.4,88.9
2024-06-01,Ophthalmology,North West,2790,1730,360,21.5,62.0
2024-06-01,Ophthalmology,North East,4538,4125,545,27.2,90.9
2024-06-01,Ophthalmology,South East,1437,832,95,20.2,57.9
2024-06-01,Ophthalmology,South West,4937,3640,298,23.2,73.7
2024-06-01,Ophthalmology,East of England,959,783,139,26.5,81.6
2024-06-01,General Surgery,London,3962,3183,54,25.8,80.3
2024-06-01,General Surgery,Midlands,2549,2123,345,23.4,83.3
2024-06-01,General Surgery,North West,1721,1197,163,6.9,69.6
2024-06-01,General Surgery,North East,4382,2571,287,8.3,58.7
